"","Site","Species","Source","Contr"
"1065","NC","Mud crab","POM",0.6241711445082
"1066","NC","Mud crab","POM",0.469262266069221
"1067","NC","Mud crab","POM",0.576372617935136
"1068","NC","Mud crab","POM",0.619046671779668
"1069","NC","Mud crab","POM",0.585487107583534
"1070","NC","Mud crab","POM",0.625935244425014
"1071","NC","Mud crab","POM",0.607355961102352
"1072","NC","Mud crab","POM",0.557580497024376
"1073","NC","Mud crab","POM",0.677986383457107
"1074","NC","Mud crab","POM",0.634051281930823
"1075","NC","Mud crab","POM",0.599708547127173
"1076","NC","Mud crab","POM",0.603883941774389
"1077","NC","Mud crab","POM",0.542899768482838
"1078","NC","Mud crab","POM",0.675117846480571
"1079","NC","Mud crab","POM",0.563089123606372
"1080","NC","Mud crab","POM",0.726217650749932
"1081","NC","Mud crab","POM",0.574511214514047
"1082","NC","Mud crab","POM",0.679877451469298
"1083","NC","Mud crab","POM",0.624571333625991
"1084","NC","Mud crab","POM",0.61317483735741
"1085","NC","Mud crab","POM",0.562964504150317
"1086","NC","Mud crab","POM",0.547667835514371
"1087","NC","Mud crab","POM",0.622635024004048
"1088","NC","Mud crab","POM",0.683636098985709
"1089","NC","Mud crab","POM",0.689838555963907
"1090","NC","Mud crab","POM",0.695371952699623
"1091","NC","Mud crab","POM",0.568588859352011
"1092","NC","Mud crab","POM",0.553771968000624
"1093","NC","Mud crab","POM",0.522280461519046
"1094","NC","Mud crab","POM",0.587771298784377
"1095","NC","Mud crab","POM",0.564032348592226
"1096","NC","Mud crab","POM",0.633073846670525
"1097","NC","Mud crab","POM",0.481172997877877
"1098","NC","Mud crab","POM",0.47781600726749
"1099","NC","Mud crab","POM",0.6793174655186
"1100","NC","Mud crab","POM",0.55693851712837
"1101","NC","Oyster","POM",0.728002475554234
"1102","NC","Oyster","POM",0.577612029251475
"1103","NC","Oyster","POM",0.687981358507395
"1104","NC","Oyster","POM",0.729429269611612
"1105","NC","Oyster","POM",0.697170443447027
"1106","NC","Oyster","POM",0.63550845764827
"1107","NC","Oyster","POM",0.645002653259759
"1108","NC","Oyster","POM",0.720301350273352
"1109","NC","Oyster","POM",0.689335681691395
"1110","NC","Oyster","POM",0.784840571376908
"1111","NC","Oyster","POM",0.623117598567628
"1112","NC","Oyster","POM",0.689592218495351
"1113","NC","Oyster","POM",0.945773245861399
"1114","NC","Oyster","POM",0.690489291554161
"1115","NC","Oyster","POM",0.64838760388857
"1116","NC","Oyster","POM",0.693194929395535
"1117","NC","Oyster","POM",0.768557600446425
"1118","NC","Oyster","POM",0.664372969898535
"1119","NC","Oyster","POM",0.662903322987151
"1120","NC","Oyster","POM",0.670787757712331
"1121","NC","Oyster","POM",0.715161807418927
"1122","NC","Oyster","POM",0.632058781630097
"1123","NC","Oyster","POM",0.792365793474161
"1124","NC","Oyster","POM",0.616288070016195
"1125","NC","Oyster","POM",0.729323286420256
"1126","NC","Oyster","POM",0.645021252931283
"1127","NC","Oyster","POM",0.666679574874548
"1128","NC","Oyster","POM",0.704748683520145
"1129","NC","Oyster","POM",0.686971463805183
"1130","NC","Oyster","POM",0.705104335625033
"1131","NC","Oyster","POM",0.568416380582794
"1132","NC","Oyster","POM",0.644090056904147
"1133","NC","Oyster","POM",0.740174786813859
"1134","NC","Oyster","POM",0.796279255555039
"1135","NC","Oyster","POM",0.763409366468573
"1136","NC","Oyster","POM",0.728597388336495
"1137","NC","Oyster","POM",0.602920003306943
"1138","NC","Oyster","POM",0.75892748583266
"1139","NC","Oyster","POM",0.66827000124869
"1140","NC","Oyster","POM",0.83534768549198
"1141","NC","Oyster","POM",0.782346412371603
"1142","NC","Oyster","POM",0.640309842553284
"1143","NC","Oyster","POM",0.796545073453015
"1144","NC","Oyster","POM",0.650974461495143
"1145","NC","Oyster","POM",0.686918186963482
"1146","NC","Oyster","POM",0.660566000754343
"1147","NC","Oyster","POM",0.591948158693718
"1148","NC","Oyster","POM",0.568300963339356
"1149","NC","Oyster","POM",0.708696341357324
"1150","NC","Oyster","POM",0.742212034400609
"1151","NC","Oyster","POM",0.676476951300637
"1152","NC","Oyster","POM",0.625426101652824
"1153","NC","Oyster","POM",0.567951897195201
"1154","NC","Oyster","POM",0.607460260194853
"1155","NC","Oyster","POM",0.628810347994195
"1156","NC","Oyster","POM",0.704966845939809
"1157","NC","Oyster","POM",0.565435725907232
"1158","NC","Oyster","POM",0.639692470915387
"1159","NC","Oyster","POM",0.681635414830704
"1160","NC","Oyster","POM",0.770307519157698
"1161","NC","Oyster","POM",0.696219491219526
"1162","NC","Oyster","POM",0.619489632225387
"1163","NC","Oyster","POM",0.756227090281977
"1164","NC","Oyster","POM",0.651011836038899
"1165","NC","Oyster","POM",0.71608364065272
"1166","NC","Oyster","POM",0.821184360824995
"1167","NC","Oyster","POM",0.646977542399384
"1168","NC","Oyster","POM",0.61276391845306
"1169","NC","Oyster","POM",0.579227930561428
"1170","NC","Oyster","POM",0.588922028588232
"1171","NC","Oyster","POM",0.800565969131282
"1172","NC","Oyster","POM",0.68581521103152
"1173","NC","Oyster","POM",0.734484504160281
"1174","NC","Oyster","POM",0.728436231297442
"1175","NC","Oyster","POM",0.8820649288325
"1176","NC","Oyster","POM",0.607296494872487
"1177","NC","Oyster","POM",0.677859239602694
"1178","NC","Oyster","POM",0.730283535438844
"1179","NC","Oyster","POM",0.808605662360943
"1180","NC","Oyster","POM",0.710582520991143
"1181","NC","Oyster","POM",0.704266493643444
"1182","NC","Oyster","POM",0.654351297227106
"1183","NC","Oyster","POM",0.647214772692416
"1184","NC","Oyster","POM",0.715785512102708
"1185","NC","Oyster","POM",0.586738418677007
"1186","NC","Oyster","POM",0.753845716443276
"1187","NC","Oyster","POM",0.560256818346412
"1188","NC","Oyster","POM",0.700035829451251
"1189","NC","Oyster","POM",0.689124943334838
"1190","NC","Oyster","POM",0.717283945223175
"1191","NC","Oyster","POM",0.794289648077253
"1192","NC","Oyster","POM",0.590647761297889
"1193","NC","Oyster","POM",0.72390307592106
"1194","NC","Oyster","POM",0.746457774025633
"1195","NC","Oyster","POM",0.770960562507725
"1196","NC","Oyster","POM",0.663319099492047
"1197","NC","Oyster","POM",0.638515993722761
"1198","NC","Oyster","POM",0.684976492181998
"1199","NC","Oyster","POM",0.642709532726272
"1200","NC","Oyster","POM",0.732872226524262
"1201","NI","Mud crab","POM",0.0379433151946988
"1202","NI","Mud crab","POM",0.0649217497432747
"1203","NI","Mud crab","POM",0.0348849518480302
"1204","NI","Mud crab","POM",0.0364238974787725
"1205","NI","Mud crab","POM",0.00737789776066491
"1206","NI","Mud crab","POM",0.0653955793970525
"1207","NI","Mud crab","POM",0.0439776579189069
"1208","NI","Mud crab","POM",0.0801605137485829
"1209","NI","Mud crab","POM",0.00314570442459353
"1210","NI","Mud crab","POM",0.00406533636897491
"1211","NI","Mud crab","POM",0.0237300917390872
"1212","NI","Mud crab","POM",0.0199087628697426
"1213","NI","Mud crab","POM",0.0119522890980187
"1214","NI","Mud crab","POM",0.0624310263461358
"1215","NI","Mud crab","POM",0.027080814559153
"1216","NI","Mud crab","POM",0.0343159413482618
"1217","NI","Mud crab","POM",0.0626814805905554
"1218","NI","Mud crab","POM",0.0140955514410999
"1219","NI","Mud crab","POM",0.0425270127903749
"1220","NI","Mud crab","POM",0.0268600925966831
"1221","NI","Mud crab","POM",0.056684677502976
"1222","NI","Mud crab","POM",0.0295252786755424
"1223","NI","Mud crab","POM",0.0521520464195979
"1224","NI","Mud crab","POM",0.0494884078179236
"1225","NI","Mud crab","POM",0.0662921743724204
"1226","NI","Mud crab","POM",0.0213954373257801
"1227","NI","Mud crab","POM",0.010522487056347
"1228","NI","Mud crab","POM",0.0654314028338333
"1229","NI","Mud crab","POM",0.00860841349035097
"1230","NI","Mud crab","POM",0.0635501759020214
"1231","NI","Mud crab","POM",0.0750704509465286
"1232","NI","Mud crab","POM",0.0506503774294309
"1233","NI","Mud crab","POM",0.0203277895769071
"1234","NI","Mud crab","POM",0.0137567786334958
"1235","NI","Mud crab","POM",0.030458535327675
"1236","NI","Mud crab","POM",0.0290848619571919
"1237","NI","Mud crab","POM",0.0445661457573433
"1238","NI","Mud crab","POM",0.0709687161265463
"1239","NI","Mud crab","POM",0.0391667839485832
"1240","NI","Mud crab","POM",0.0552705435373845
"1241","NI","Mud crab","POM",0.015247537991655
"1242","NI","Mud crab","POM",0.0329622511967738
"1243","NI","Mud crab","POM",0.0298501997125097
"1244","NI","Mud crab","POM",0.0129415122140003
"1245","NI","Mud crab","POM",0.0480319228265139
"1246","NI","Mud crab","POM",0.0765754933060275
"1247","NI","Mud crab","POM",0.0012460677576939
"1248","NI","Mud crab","POM",0.0487063585407416
"1249","NI","Mud crab","POM",0.0351785317199311
"1250","NI","Mud crab","POM",0.0212228456422194
"1251","NI","Mud crab","POM",0.042010860247112
"1252","NI","Mud crab","POM",0.0225165988787768
"1253","NI","Mud crab","POM",0.0537606874570644
"1254","NI","Mud crab","POM",0.0613485027799409
"1255","NI","Mud crab","POM",0.0854441919851359
"1256","NI","Mud crab","POM",0.0394206489814406
"1257","NI","Mud crab","POM",0.0332770168978355
"1258","NI","Mud crab","POM",0.015167796672492
"1259","NI","Mud crab","POM",0.0347963029935066
"1260","NI","Mud crab","POM",0.0433056443188672
"1261","NI","Mud crab","POM",0.0137195376179423
"1262","NI","Mud crab","POM",0.00998798872404484
"1263","NI","Mud crab","POM",0.0195714732582199
"1264","NI","Mud crab","POM",0.00167493079303673
"1265","NI","Mud crab","POM",0.0401981847760131
"1266","NI","Mud crab","POM",0.0484089375993693
"1267","NI","Mud crab","POM",0.0222301193076939
"1268","NI","Mud crab","POM",0.0231727057019224
"1269","NI","Mud crab","POM",0.0293158558621806
"1270","NI","Mud crab","POM",0.0529153851054519
"1271","NI","Mud crab","POM",0.0488068606765957
"1272","NI","Mud crab","POM",0.0148547203062826
"1273","NI","Mud crab","POM",0.00356775026052308
"1274","NI","Mud crab","POM",0.0679185766343823
"1275","NI","Mud crab","POM",0.0631414338166472
"1276","NI","Mud crab","POM",0.0276540879790944
"1277","NI","Mud crab","POM",0.0261347275015096
"1278","NI","Mud crab","POM",0.0587490844346063
"1279","NI","Mud crab","POM",0.0404130560449505
"1280","NI","Mud crab","POM",0.0468753090001968
"1281","NI","Mud crab","POM",0.06288138600753
"1282","NI","Mud crab","POM",0.0210106410238617
"1283","NI","Mud crab","POM",0.0259142333845595
"1284","NI","Mud crab","POM",0.0883819063434148
"1285","NI","Mud crab","POM",0.0489631778873644
"1286","NI","Mud crab","POM",0.0458364597993737
"1287","NI","Mud crab","POM",0.0278910793338274
"1288","NI","Mud crab","POM",0.00407224193268263
"1289","NI","Mud crab","POM",0.01156459753128
"1290","NI","Mud crab","POM",0.0336064565101952
"1291","NI","Mud crab","POM",0.0265572982241457
"1292","NI","Mud crab","POM",0.031771097117352
"1293","NI","Mud crab","POM",0.0216075826458634
"1294","NI","Mud crab","POM",0.0679357468802408
"1295","NI","Mud crab","POM",0.0576165364659076
"1296","NI","Mud crab","POM",0.0290721739369604
"1297","NI","Mud crab","POM",0.0254215749639681
"1298","NI","Mud crab","POM",0.0749719444482011
"1299","NI","Mud crab","POM",0.0299126167298487
"1300","NI","Mud crab","POM",0.0266274252711817
"1301","NI","Oyster","POM",0.113080367019605
"1302","NI","Oyster","POM",0.10733152967371
"1303","NI","Oyster","POM",0.0141241277154906
"1304","NI","Oyster","POM",0.111710861586167
"1305","NI","Oyster","POM",0.0520854224428874
"1306","NI","Oyster","POM",0.12319974182026
"1307","NI","Oyster","POM",0.193498851453057
"1308","NI","Oyster","POM",0.091335529600398
"1309","NI","Oyster","POM",0.0649747495150446
"1310","NI","Oyster","POM",0.0715269292695118
"1311","NI","Oyster","POM",0.0681435699609514
"1312","NI","Oyster","POM",0.0602813713298724
"1313","NI","Oyster","POM",0.05417305920948
"1314","NI","Oyster","POM",0.0337827365042139
"1315","NI","Oyster","POM",0.0184145486960424
"1316","NI","Oyster","POM",0.0761464144283478
"1317","NI","Oyster","POM",0.0281232925380644
"1318","NI","Oyster","POM",0.0938289531369709
"1319","NI","Oyster","POM",0.0870451204624148
"1320","NI","Oyster","POM",0.0548876372847966
"1321","NI","Oyster","POM",0.0649583187236836
"1322","NI","Oyster","POM",0.0819769445283365
"1323","NI","Oyster","POM",0.00882599400428413
"1324","NI","Oyster","POM",0.0129111386681774
"1325","NI","Oyster","POM",0.0880443434262891
"1326","NI","Oyster","POM",0.0169642606743032
"1327","NI","Oyster","POM",0.164101166421983
"1328","NI","Oyster","POM",0.0271586707505783
"1329","NI","Oyster","POM",0.0816534928000173
"1330","NI","Oyster","POM",0.00341959466481288
"1331","NI","Oyster","POM",0.0907224358870384
"1332","NI","Oyster","POM",0.0685401833839905
"1333","NI","Oyster","POM",0.0226703898039363
"1334","NI","Oyster","POM",0.0581789168027211
"1335","NI","Oyster","POM",0.0929339786314372
"1336","NI","Oyster","POM",0.0798090404401505
"1337","NI","Oyster","POM",0.114071790743819
"1338","NI","Oyster","POM",0.0411482899530082
"1339","NI","Oyster","POM",0.0491760211348324
"1340","NI","Oyster","POM",0.127600030320176
"1341","NI","Oyster","POM",0.163656192290223
"1342","NI","Oyster","POM",0.148739408659659
"1343","NI","Oyster","POM",0.10656196557106
"1344","NI","Oyster","POM",0.0133440725175327
"1345","NI","Oyster","POM",0.045013674316935
"1346","NI","Oyster","POM",0.031798002384489
"1347","NI","Oyster","POM",0.03813754431042
"1348","NI","Oyster","POM",0.032723032160616
"1349","NI","Oyster","POM",0.139607829708078
"1350","NI","Oyster","POM",0.139377754019531
"1351","NI","Oyster","POM",0.0148488238589692
"1352","NI","Oyster","POM",0.0407460582300143
"1353","NI","Oyster","POM",0.00583499016562347
"1354","NI","Oyster","POM",0.0113755054779783
"1355","NI","Oyster","POM",0.0958170137893366
"1356","NI","Oyster","POM",0.0273494870101841
"1357","NI","Oyster","POM",0.104144292100744
"1358","NI","Oyster","POM",0.006752860446625
"1359","NI","Oyster","POM",0.0870184780125325
"1360","NI","Oyster","POM",0.175927872500041
"1361","NI","Oyster","POM",0.158097871970066
"1362","NI","Oyster","POM",0.0422139848333919
"1363","NI","Oyster","POM",0.0320176019946344
"1364","NI","Oyster","POM",0.0912304747546235
"1365","NI","Oyster","POM",0.00587209851164547
"1366","NI","Oyster","POM",0.0462355831583494
"1367","NI","Oyster","POM",0.0793047539123891
"1368","NI","Oyster","POM",0.100226242187642
"1369","NI","Oyster","POM",0.109663724102497
"1370","NI","Oyster","POM",0.0146954564877967
"1371","NI","Oyster","POM",0.055041798098611
"1372","NI","Oyster","POM",0.0359569719300267
"1373","NI","Oyster","POM",0.0743500591369167
"1374","NI","Oyster","POM",0.0434093695582036
"1375","NI","Oyster","POM",0.081956136449565
"1376","NI","Oyster","POM",0.0645259954261293
"1377","NI","Oyster","POM",0.0231170401693862
"1378","NI","Oyster","POM",0.166284887711888
"1379","NI","Oyster","POM",0.133853996523409
"1380","NI","Oyster","POM",0.079561044075785
"1381","NI","Oyster","POM",0.125114087440225
"1382","NI","Oyster","POM",0.147064153671095
"1383","NI","Oyster","POM",0.0357929381410391
"1384","NI","Oyster","POM",0.118611241179576
"1385","NI","Oyster","POM",0.0898300555800371
"1386","NI","Oyster","POM",0.100699397318644
"1387","NI","Oyster","POM",0.000479045637320099
"1388","NI","Oyster","POM",0.0706927049775537
"1389","NI","Oyster","POM",0.0268231407386049
"1390","NI","Oyster","POM",0.00386247986636029
"1391","NI","Oyster","POM",0.132712946725193
"1392","NI","Oyster","POM",0.00330208319215996
"1393","NI","Oyster","POM",0.0863835712800779
"1394","NI","Oyster","POM",0.238719083357628
"1395","NI","Oyster","POM",0.134377538501297
"1396","NI","Oyster","POM",0.000325014372128492
"1397","NI","Oyster","POM",0.138713448726016
"1398","NI","Oyster","POM",0.0775062587220757
"1399","NI","Oyster","POM",0.0542478762953613
"1400","NI","Oyster","POM",0.112220069376927
"1401","SI","Mud crab","POM",0.152345582770445
"1402","SI","Mud crab","POM",0.259813884981012
"1403","SI","Mud crab","POM",0.188428572943111
"1404","SI","Mud crab","POM",0.126106625823327
"1405","SI","Mud crab","POM",0.245517311117666
"1406","SI","Mud crab","POM",0.186120381934015
"1407","SI","Mud crab","POM",0.230656906000693
"1408","SI","Mud crab","POM",0.131954040858887
"1409","SI","Mud crab","POM",0.23135778842618
"1410","SI","Mud crab","POM",0.166975049884972
"1411","SI","Mud crab","POM",0.191960998659652
"1412","SI","Mud crab","POM",0.124617019681405
"1413","SI","Mud crab","POM",0.18182916104924
"1414","SI","Mud crab","POM",0.187082825283797
"1415","SI","Mud crab","POM",0.153281300060918
"1416","SI","Mud crab","POM",0.191615219936452
"1417","SI","Mud crab","POM",0.162460109813004
"1418","SI","Mud crab","POM",0.274429759770189
"1419","SI","Mud crab","POM",0.252336195092942
"1420","SI","Mud crab","POM",0.095546458318116
"1421","SI","Mud crab","POM",0.253052972293336
"1422","SI","Mud crab","POM",0.166300203162469
"1423","SI","Mud crab","POM",0.218106679909087
"1424","SI","Mud crab","POM",0.237780045204016
"1425","SI","Mud crab","POM",0.154319804873317
"1426","SI","Mud crab","POM",0.0816914027135318
"1427","SI","Mud crab","POM",0.106562302539583
"1428","SI","Mud crab","POM",0.115525617721414
"1429","SI","Mud crab","POM",0.0332073066075696
"1430","SI","Mud crab","POM",0.0879934569414619
"1431","SI","Mud crab","POM",0.215677437901554
"1432","SI","Mud crab","POM",0.112332406334849
"1433","SI","Mud crab","POM",0.11498578433259
"1434","SI","Mud crab","POM",0.0808060337279233
"1435","SI","Mud crab","POM",0.191298739387192
"1436","SI","Mud crab","POM",0.217564238771478
"1437","SI","Mud crab","POM",0.173895297881434
"1438","SI","Mud crab","POM",0.130155639999201
"1439","SI","Mud crab","POM",0.233947158498278
"1440","SI","Mud crab","POM",0.125446740479078
"1441","SI","Mud crab","POM",0.135708483221119
"1442","SI","Mud crab","POM",0.207620648227517
"1443","SI","Mud crab","POM",0.227598554164788
"1444","SI","Mud crab","POM",0.142647125643872
"1445","SI","Mud crab","POM",0.0484673486264961
"1446","SI","Mud crab","POM",0.0511841906803355
"1447","SI","Mud crab","POM",0.13997319208052
"1448","SI","Mud crab","POM",0.182293659568167
"1449","SI","Mud crab","POM",0.206938846571552
"1450","SI","Mud crab","POM",0.286192220105964
"1451","SI","Mud crab","POM",0.199033384010639
"1452","SI","Mud crab","POM",0.165413137124222
"1453","SI","Mud crab","POM",0.181735070222982
"1454","SI","Mud crab","POM",0.206423719026682
"1455","SI","Mud crab","POM",0.143449644386131
"1456","SI","Mud crab","POM",0.244730363260485
"1457","SI","Mud crab","POM",0.171762040469951
"1458","SI","Mud crab","POM",0.163928698594677
"1459","SI","Mud crab","POM",0.069754182417334
"1460","SI","Mud crab","POM",0.269783515773305
"1461","SI","Mud crab","POM",0.188610023339049
"1462","SI","Mud crab","POM",0.198788621859346
"1463","SI","Mud crab","POM",0.114595868969329
"1464","SI","Mud crab","POM",0.198997347710343
"1465","SI","Mud crab","POM",0.0531434254640565
"1466","SI","Mud crab","POM",0.151064641572435
"1467","SI","Mud crab","POM",0.20347692222204
"1468","SI","Mud crab","POM",0.119430000718434
"1469","SI","Mud crab","POM",0.195705776866947
"1470","SI","Mud crab","POM",0.181180815186585
"1471","SI","Mud crab","POM",0.216696708025133
"1472","SI","Mud crab","POM",0.122675846808504
"1473","SI","Mud crab","POM",0.14934876009773
"1474","SI","Mud crab","POM",0.0231198595645038
"1475","SI","Mud crab","POM",0.1604586859815
"1476","SI","Mud crab","POM",0.257842807747838
"1477","SI","Mud crab","POM",0.217783681235648
"1478","SI","Mud crab","POM",0.122977556672761
"1479","SI","Mud crab","POM",0.162196896398005
"1480","SI","Mud crab","POM",0.177196487186897
"1481","SI","Mud crab","POM",0.125626204365969
"1482","SI","Mud crab","POM",0.119114349199945
"1483","SI","Mud crab","POM",0.13170350157031
"1484","SI","Mud crab","POM",0.119385414986244
"1485","SI","Mud crab","POM",0.122060124623348
"1486","SI","Mud crab","POM",0.146766441011459
"1487","SI","Mud crab","POM",0.0269442608256743
"1488","SI","Mud crab","POM",0.0998990188103047
"1489","SI","Mud crab","POM",0.205782242008509
"1490","SI","Mud crab","POM",0.0865339688115087
"1491","SI","Mud crab","POM",0.214037327386126
"1492","SI","Mud crab","POM",0.188189755554383
"1493","SI","Mud crab","POM",0.111500780814796
"1494","SI","Mud crab","POM",0.0661664032865072
"1495","SI","Mud crab","POM",0.217480646503776
"1496","SI","Mud crab","POM",0.166623985489108
"1497","SI","Mud crab","POM",0.231195097079305
"1498","SI","Mud crab","POM",0.255719576014845
"1499","SI","Mud crab","POM",0.204440607672148
"1500","SI","Mud crab","POM",0.0652596805583368
"1501","SI","Oyster","POM",0.231341017109717
"1502","SI","Oyster","POM",0.267637405018485
"1503","SI","Oyster","POM",0.262138515391011
"1504","SI","Oyster","POM",0.0189021829579939
"1505","SI","Oyster","POM",0.0295623732799727
"1506","SI","Oyster","POM",0.0903500298297587
"1507","SI","Oyster","POM",0.106369357125312
"1508","SI","Oyster","POM",0.0414651226725546
"1509","SI","Oyster","POM",0.0402195273124973
"1510","SI","Oyster","POM",0.206396534221567
"1511","SI","Oyster","POM",0.24459037910247
"1512","SI","Oyster","POM",0.146689117421408
"1513","SI","Oyster","POM",0.362085750423854
"1514","SI","Oyster","POM",0.221222085506517
"1515","SI","Oyster","POM",0.304498900001983
"1516","SI","Oyster","POM",0.338600837480959
"1517","SI","Oyster","POM",0.121287819681544
"1518","SI","Oyster","POM",0.0697174645280608
"1519","SI","Oyster","POM",0.256468138974107
"1520","SI","Oyster","POM",0.338358097629626
"1521","SI","Oyster","POM",0.265402922411398
"1522","SI","Oyster","POM",0.277509129708305
"1523","SI","Oyster","POM",0.175990271532569
"1524","SI","Oyster","POM",0.0358721123197004
"1525","SI","Oyster","POM",0.231249419131032
"1526","SI","Oyster","POM",0.30715972098714
"1527","SI","Oyster","POM",0.121757262707638
"1528","SI","Oyster","POM",0.29950542919755
"1529","SI","Oyster","POM",0.130010931437817
"1530","SI","Oyster","POM",0.19139782858798
"1531","SI","Oyster","POM",0.181068517564446
"1532","SI","Oyster","POM",0.255536769361377
"1533","SI","Oyster","POM",0.0811042156732902
"1534","SI","Oyster","POM",0.0797026382342857
"1535","SI","Oyster","POM",0.0512271847449487
"1536","SI","Oyster","POM",0.127068036081906
"1537","SI","Oyster","POM",0.237800850158468
"1538","SI","Oyster","POM",0.25098521799257
"1539","SI","Oyster","POM",0.171300097629292
"1540","SI","Oyster","POM",0.0908623581518817
"1541","SI","Oyster","POM",0.371418178946428
"1542","SI","Oyster","POM",0.316225869100318
"1543","SI","Oyster","POM",0.0365399002123819
"1544","SI","Oyster","POM",0.169680490026504
"1545","SI","Oyster","POM",0.273203480950078
"1546","SI","Oyster","POM",0.258234687896459
"1547","SI","Oyster","POM",0.215256012402476
"1548","SI","Oyster","POM",0.161941492242645
"1549","SI","Oyster","POM",0.287338033433261
"1550","SI","Oyster","POM",0.178974320637291
"1551","SI","Oyster","POM",0.212524140615231
"1552","SI","Oyster","POM",0.2292835333555
"1553","SI","Oyster","POM",0.14072884908414
"1554","SI","Oyster","POM",0.270995688188684
"1555","SI","Oyster","POM",0.0242673319556894
"1556","SI","Oyster","POM",0.185367774974907
"1557","SI","Oyster","POM",0.132541423951413
"1558","SI","Oyster","POM",0.277642546944484
"1559","SI","Oyster","POM",0.164090049276704
"1560","SI","Oyster","POM",0.158425061754895
"1561","SI","Oyster","POM",0.221365700322652
"1562","SI","Oyster","POM",0.0986743522015427
"1563","SI","Oyster","POM",0.356651726332686
"1564","SI","Oyster","POM",0.107956939449574
"1565","SI","Oyster","POM",0.122486100999107
"1566","SI","Oyster","POM",0.0943860619579062
"1567","SI","Oyster","POM",0.292210042995623
"1568","SI","Oyster","POM",0.190696208714461
"1569","SI","Oyster","POM",0.0444357070880466
"1570","SI","Oyster","POM",0.287128042878065
"1571","SI","Oyster","POM",0.121574768907036
"1572","SI","Oyster","POM",0.143945420383844
"1573","SI","Oyster","POM",0.0276984909165187
"1574","SI","Oyster","POM",0.220887760504595
"1575","SI","Oyster","POM",0.248097546015025
"1576","SI","Oyster","POM",0.32019889516389
"1577","SI","Oyster","POM",0.230917464776156
"1578","SI","Oyster","POM",0.296061925040619
"1579","SI","Oyster","POM",0.232896000757732
"1580","SI","Oyster","POM",0.0780138289447603
"1581","SI","Oyster","POM",0.21385525711173
"1582","SI","Oyster","POM",0.134481461858181
"1583","SI","Oyster","POM",0.18665404667553
"1584","SI","Oyster","POM",0.232242141766437
"1585","SI","Oyster","POM",0.285417255122138
"1586","SI","Oyster","POM",0.179362598842879
"1587","SI","Oyster","POM",0.223231748804093
"1588","SI","Oyster","POM",0.375197766513682
"1589","SI","Oyster","POM",0.172439874970612
"1590","SI","Oyster","POM",0.277838474057943
"1591","SI","Oyster","POM",0.187031690029047
"1592","SI","Oyster","POM",0.143043342908923
"1593","SI","Oyster","POM",0.0799159095924002
"1594","SI","Oyster","POM",0.223825661229376
"1595","SI","Oyster","POM",0.183066955320745
"1596","SI","Oyster","POM",0.269043425655412
"1597","SI","Oyster","POM",0.349551601181487
"1598","SI","Oyster","POM",0.133439466383994
"1599","SI","Oyster","POM",0.137683374782037
"1600","SI","Oyster","POM",0.116100650210078
"1601","GTM","Mud crab","Spartina",0.397363067508551
"1602","GTM","Mud crab","Spartina",0.441660242334206
"1603","GTM","Mud crab","Spartina",0.440225468157871
"1604","GTM","Mud crab","Spartina",0.396667942627767
"1605","GTM","Mud crab","Spartina",0.400767570248275
"1606","GTM","Mud crab","Spartina",0.439936484764407
"1607","GTM","Mud crab","Spartina",0.412548565161805
"1608","GTM","Mud crab","Spartina",0.401944931928945
"1609","GTM","Mud crab","Spartina",0.420495667541915
"1610","GTM","Mud crab","Spartina",0.401196615367284
"1611","GTM","Mud crab","Spartina",0.469496484731135
"1612","GTM","Mud crab","Spartina",0.454705652308506
"1613","GTM","Mud crab","Spartina",0.460288974379381
"1614","GTM","Mud crab","Spartina",0.395007564631141
"1615","GTM","Mud crab","Spartina",0.455102092565578
"1616","GTM","Mud crab","Spartina",0.4279727477344
"1617","GTM","Mud crab","Spartina",0.428135339385305
"1618","GTM","Mud crab","Spartina",0.442531767342426
"1619","GTM","Mud crab","Spartina",0.431120264395771
"1620","GTM","Mud crab","Spartina",0.427613693011623
"1621","GTM","Mud crab","Spartina",0.408418228448304
"1622","GTM","Mud crab","Spartina",0.380005699603504
"1623","GTM","Mud crab","Spartina",0.442398822540215
"1624","GTM","Mud crab","Spartina",0.442757809910727
"1625","GTM","Mud crab","Spartina",0.4487627621847
"1626","GTM","Mud crab","Spartina",0.418804962344628
"1627","GTM","Mud crab","Spartina",0.456746142870505
"1628","GTM","Mud crab","Spartina",0.4697411935781
"1629","GTM","Mud crab","Spartina",0.422702799355252
"1630","GTM","Mud crab","Spartina",0.453969972130815
"1631","GTM","Mud crab","Spartina",0.427392619454013
"1632","GTM","Mud crab","Spartina",0.429757721411363
"1633","GTM","Mud crab","Spartina",0.440262082681914
"1634","GTM","Mud crab","Spartina",0.444011902663938
"1635","GTM","Mud crab","Spartina",0.416273633836055
"1636","GTM","Mud crab","Spartina",0.457588657512871
"1637","GTM","Mud crab","Spartina",0.419644538688732
"1638","GTM","Mud crab","Spartina",0.462432309109366
"1639","GTM","Mud crab","Spartina",0.468955495549565
"1640","GTM","Mud crab","Spartina",0.388900185245991
"1641","GTM","Mud crab","Spartina",0.442521191300664
"1642","GTM","Mud crab","Spartina",0.429278063881426
"1643","GTM","Mud crab","Spartina",0.414139798986179
"1644","GTM","Mud crab","Spartina",0.438132988021723
"1645","GTM","Mud crab","Spartina",0.466374236147049
